,Elevation,Bottom Width (m),West,South,East,Emergent Veg,Veg_1_NE,Veg_2_NE,Veg_3_NE,Veg_4_NE,Veg_5_NE,Veg_6_NE,Veg_7_NE,Veg_8_NE,Veg_9_NE,Veg_1_E,Veg_2_E,Veg_3_E,Veg_4_E,Veg_5_E,Veg_6_E,Veg_7_E,Veg_8_E,Veg_9_E,Veg_1_SE,Veg_2_SE,Veg_3_SE,Veg_4_SE,Veg_5_SE,Veg_6_SE,Veg_7_SE,Veg_8_SE,Veg_9_SE,Veg_1_S,Veg_2_S,Veg_3_S,Veg_4_S,Veg_5_S,Veg_6_S,Veg_7_S,Veg_8_S,Veg_9_S,Veg_1_SW,Veg_2_SW,Veg_3_SW,Veg_4_SW,Veg_5_SW,Veg_6_SW,Veg_7_SW,Veg_8_SW,Veg_9_SW,Veg_1_W,Veg_2_W,Veg_3_W,Veg_4_W,Veg_5_W,Veg_6_W,Veg_7_W,Veg_8_W,Veg_9_W,Veg_1_NW,Veg_2_NW,Veg_3_NW,Veg_4_NW,Veg_5_NW,Veg_6_NW,Veg_7_NW,Veg_8_NW,Veg_9_NW,Elv_1_NE,Elv_2_NE,Elv_3_NE,Elv_4_NE,Elv_5_NE,Elv_6_NE,Elv_7_NE,Elv_8_NE,Elv_9_NE,Elv_1_E,Elv_2_E,Elv_3_E,Elv_4_E,Elv_5_E,Elv_6_E,Elv_7_E,Elv_8_E,Elv_9_E,Elv_1_SE,Elv_2_SE,Elv_3_SE,Elv_4_SE,Elv_5_SE,Elv_6_SE,Elv_7_SE,Elv_8_SE,Elv_9_SE,Elv_1_S,Elv_2_S,Elv_3_S,Elv_4_S,Elv_5_S,Elv_6_S,Elv_7_S,Elv_8_S,Elv_9_S,Elv_1_SW,Elv_2_SW,Elv_3_SW,Elv_4_SW,Elv_5_SW,Elv_6_SW,Elv_7_SW,Elv_8_SW,Elv_9_SW,Elv_1_W,Elv_2_W,Elv_3_W,Elv_4_W,Elv_5_W,Elv_6_W,Elv_7_W,Elv_8_W,Elv_9_W,Elv_1_NW,Elv_2_NW,Elv_3_NW,Elv_4_NW,Elv_5_NW,Elv_6_NW,Elv_7_NW,Elv_8_NW,Elv_9_NW
56,220.46640,76.16572,9.07508,4.95444,9.02721,0.08840,0.00000,0.04876,0.11888,1.74345,0.07315,1.75868,0.27128,0.89611,31.57422,0.08535,0.05791,0.12801,0.18287,0.12191,2.73102,1.13082,11.02463,22.99108,0.06707,0.07315,0.15545,0.00000,2.11226,0.81686,0.29870,0.14630,0.05181,0.10667,0.00000,0.15545,0.08230,0.13409,0.00000,0.15240,0.11888,0.15545,0.11278,0.01524,0.03352,0.02742,3.90449,38.67172,33.66211,13.36547,9.02817,0.01220,0.04268,0.01829,0.00608,29.91613,43.28465,20.18995,23.71649,3.46252,0.35661,0.00303,0.10972,0.03963,0.00915,0.40842,0.00000,0.03352,0.00610,220.65081,220.64473,220.56243,220.69654,220.52585,220.70264,221.70848,222.21444,222.58630,220.59595,220.61118,220.46184,220.40697,220.52890,220.80931,221.35795,221.96450,222.62896,220.59290,220.58681,220.52585,220.51061,220.39784,220.33383,220.29115,220.24239,220.29725,220.56243,220.59900,220.55327,220.48623,220.45575,220.44050,220.39784,220.40087,220.34601,220.59595,220.61424,220.62644,220.64168,220.65386,221.11847,222.97644,224.28404,224.12249,220.66910,220.71788,220.68130,220.60510,220.69349,221.50425,223.28124,224.04324,224.42729,220.39479,220.72093,220.64168,220.65081,220.73006,220.76055,220.74225,220.76664,220.78492
55.975,220.39477,88.30749,8.30560,4.97420,9.55224,0.03047,0.11888,1.25577,0.00000,0.00000,0.52425,11.55193,26.76449,24.06397,1.35028,0.07012,0.11278,0.03352,0.09754,13.94765,2.09399,0.61873,13.76476,20.80565,0.03352,0.01829,1.37160,1.56973,0.83515,0.05181,0.13411,0.18592,0.12496,0.25604,0.21640,0.09754,0.01220,0.17374,0.26823,0.12803,0.03963,0.12191,0.20118,0.03049,0.13409,0.15545,0.12191,27.54783,26.80716,30.48000,30.48000,0.01524,0.19813,0.13411,0.08286,0.03047,32.52274,38.31947,27.41371,21.09825,0.00000,0.00000,0.01829,0.05181,0.02134,0.76200,0.04268,0.15240,0.35663,220.57156,220.46489,220.51061,220.54109,221.21470,221.10801,221.71456,222.19615,224.17125,220.49841,220.47707,220.40697,220.40392,220.36125,222.09556,221.44025,222.77528,224.27489,220.57766,220.44050,220.41916,220.37040,220.27591,220.31859,220.24544,220.20276,220.24544,220.38258,220.39479,220.41308,220.47707,220.35516,220.28201,220.34296,220.36125,220.27896,220.45878,220.49841,220.45575,220.42526,220.50756,220.46184,221.23299,222.30587,223.64395,220.63557,220.46184,220.52585,220.58624,220.56853,220.88799,221.64141,224.30536,224.34195,220.55937,220.55024,220.67825,220.63863,220.73006,220.69654,220.70872,220.73616,220.76358
55.95,220.33077,94.90570,7.49721,4.95344,10.26523,0.03354,0.12496,0.74066,0.10059,0.09144,17.19986,16.13611,0.20421,20.34845,0.00610,1.23749,1.55754,0.20118,0.04268,0.07925,0.11583,18.24229,23.32941,18.66900,2.28295,1.96291,0.05791,0.00000,0.21336,0.10057,0.11583,0.15850,0.25907,0.05181,0.04573,0.07315,0.12801,0.03049,0.14022,0.15543,0.15543,0.00915,0.17069,0.23773,0.13411,0.07012,0.03047,7.19024,7.44931,30.48000,28.05074,0.01524,0.12193,0.10364,0.15545,0.08230,13.29843,16.57806,5.52297,26.25243,0.10669,0.12801,0.07620,0.16153,0.14327,0.14630,0.00000,0.02439,0.08840,220.46489,220.33077,220.34906,220.38869,221.05925,221.84259,222.14434,222.55276,223.72320,220.56243,220.34296,220.26981,220.30638,220.25152,220.22410,220.49841,222.21138,224.06152,220.56853,220.34601,220.32164,220.26068,220.23629,220.30030,220.25457,220.21190,220.10217,220.44965,220.36430,220.37650,220.28201,220.34906,220.26981,220.24544,220.24544,220.21190,220.38869,220.30335,220.37650,220.40087,220.44965,220.51975,222.61067,222.36378,222.79051,220.44355,220.43745,220.38564,220.42526,220.47707,220.59290,221.29090,223.59824,224.28707,220.44355,220.45270,220.52280,220.48928,220.55632,220.56243,220.65081,220.67520,220.65081
55.925,220.21190,98.20268,7.20089,5.01372,11.86803,0.16766,0.15240,0.07317,0.06095,0.13106,0.06402,0.46330,13.94765,15.34667,16.08123,0.13106,0.01829,0.13411,0.11278,0.00915,0.05486,29.49550,42.57446,39.02660,0.11583,0.08839,0.16459,0.14935,0.11583,0.21031,0.18287,1.36247,0.04571,0.24384,0.06402,0.25907,0.18287,0.14327,0.05181,0.10669,0.02744,0.09449,0.02437,0.17374,0.07010,0.07315,0.04878,0.07620,41.12361,37.77996,23.24403,0.10362,0.09449,0.04573,0.07010,0.01829,0.07620,0.50293,30.48000,30.48000,0.14630,0.18594,0.00000,0.04571,0.01219,0.09449,0.11583,0.06400,0.11278,220.26676,220.30638,220.33993,220.25763,220.27591,220.38564,221.68104,222.69297,223.97924,220.30030,220.32164,220.27591,220.23629,220.33077,220.29420,221.24517,222.52534,224.17430,220.16314,220.30030,220.31554,220.16009,220.20276,220.16009,219.99855,219.75775,219.61450,220.22715,220.31554,220.14180,220.23629,220.23629,220.30335,220.21190,220.23324,220.18448,220.37650,220.29725,220.37955,220.37650,220.36125,220.32467,221.51645,222.66858,221.80601,220.31554,220.39479,220.40392,220.42526,220.44050,220.39479,221.12630,222.36378,223.68663,220.25457,220.32467,220.44965,220.41308,220.50756,220.43441,220.48317,220.56548,220.56853
55.9,220.20275,83.54354,6.80707,5.00683,13.88577,0.26212,0.00305,0.13411,0.02439,0.11278,0.04268,14.14271,22.72589,24.04566,19.61692,0.03352,5.56565,0.19203,0.10972,0.18594,0.14935,0.08839,32.11983,15.06931,0.13106,0.10667,0.11583,2.63651,4.66346,5.57175,9.69266,0.00000,0.00610,0.07315,0.16460,0.10667,0.00000,0.11886,0.01524,0.14327,0.20118,0.21947,0.07012,0.11278,0.19813,0.19203,0.06402,0.24384,30.48000,30.48000,40.98647,0.17374,0.00000,0.12193,0.07925,0.07620,16.16355,22.46985,30.48000,30.48000,0.26518,0.07315,0.07315,0.11886,0.11583,0.03658,0.04268,0.15240,0.10059,220.33688,220.25457,220.30638,220.23629,220.27591,220.35821,220.86417,222.03461,222.61372,220.32772,220.17532,220.14790,220.19971,220.11436,220.12961,220.24239,221.47988,223.71101,220.30030,220.22410,220.22410,220.30335,220.26676,220.17837,219.86747,219.31578,219.24264,220.27591,220.30638,220.22410,220.31859,220.24239,220.17532,220.11741,220.07778,219.98025,220.30944,220.22715,220.19056,220.25763,220.31554,220.40697,221.39452,221.55913,221.91269,220.17532,220.27896,220.26676,220.35211,220.34296,220.49536,221.58960,222.37904,223.29039,220.17532,220.28810,220.35821,220.32164,220.32467,220.44355,220.46794,220.39784,220.44050
55.875,220.19361,62.09702,6.50554,5.11537,13.86463,0.14630,0.15240,0.10669,0.10974,3.20343,0.20421,0.11583,0.07012,9.74142,32.35758,0.12193,0.04268,2.15494,3.47473,2.17323,0.05486,0.00915,11.04292,21.98217,0.13106,0.06400,0.10972,0.00305,6.68426,7.06831,5.52906,3.43508,0.15850,0.10059,0.13716,0.08228,0.20423,0.10972,0.13411,0.14935,0.17679,0.17069,0.08535,0.18287,0.24994,0.09449,30.48000,19.52551,26.30119,8.01624,0.40842,0.08840,0.00000,0.05183,0.13106,16.52016,13.31061,41.35461,45.61028,32.05583,0.20421,0.10974,0.17069,0.09754,0.15545,0.08535,0.11888,0.07010,0.10669,220.31859,220.27286,220.20885,220.20581,220.10523,220.21495,220.23018,220.25763,221.56216,220.26676,220.27591,220.21495,220.09607,219.73641,219.72423,219.43161,219.56572,219.93759,220.23934,220.18448,220.12961,220.23629,220.20581,220.42221,220.28201,219.86444,219.17254,220.23018,220.17227,220.22715,220.09607,220.15095,220.08694,220.05036,219.97416,219.84918,220.23324,220.20581,220.13875,220.19666,220.88246,221.27565,221.78773,223.12275,221.94013,220.29115,220.24847,220.32772,220.23934,221.04096,222.36989,222.72650,223.33915,224.34498,220.21495,220.26981,220.23018,220.29115,220.32467,220.32467,220.44050,220.39784,220.40392
55.85,220.12046,51.47897,6.19018,5.16173,13.81506,0.01524,0.08840,0.14935,0.17069,0.15545,0.00000,0.21336,0.14022,0.07010,0.10667,0.14632,0.00610,0.08230,7.02260,6.71475,1.27711,0.03963,0.07010,0.10364,0.24689,0.00913,0.21335,0.10364,0.06096,10.54302,12.89304,5.37057,0.07315,0.14327,0.20118,0.21947,0.13411,0.03658,0.17984,0.14327,30.48000,30.48000,0.15848,0.09449,0.16153,21.25370,20.37282,0.35358,5.71805,14.62432,17.33092,0.10669,0.00305,0.12191,30.48000,16.61768,30.48000,37.84396,25.64283,7.31217,0.17982,0.10059,0.07315,0.01219,0.02439,0.02439,0.00303,0.00000,13.59102,220.17227,220.22105,220.16924,220.35516,220.04121,219.89796,220.09912,220.16924,220.22410,220.15398,220.16314,220.19666,220.28810,219.90405,219.19996,219.30970,219.40724,219.48647,220.01379,220.19971,220.01684,219.96501,219.92844,219.89796,220.17837,219.74861,219.19083,220.11741,220.07778,219.98025,220.04731,220.10217,219.83090,219.85529,220.21495,220.41916,220.08999,220.14485,220.08694,220.22715,221.15679,221.16592,221.81210,221.54692,221.58960,220.13265,220.16619,220.12656,220.65691,221.46159,221.72676,221.93708,223.73844,224.45776,220.15095,220.19056,220.24544,220.33688,220.30638,220.26676,220.41613,220.38869,220.50756
55.825,219.98025,46.86018,5.94093,5.19975,13.79272,0.17069,0.09754,0.39929,5.38888,7.79374,7.93699,6.39470,0.09146,0.16155,6.99822,0.04268,0.00000,7.21766,3.48081,0.18289,0.03354,1.46914,2.08787,1.22833,0.16155,0.09754,0.03963,0.00000,6.54407,0.03963,9.45183,3.41071,0.07012,0.19813,0.09754,0.09146,0.16766,0.10362,0.07925,30.48000,30.48000,30.48000,0.07925,0.18592,0.18594,30.48000,30.48000,0.07315,0.10057,0.05181,0.72848,0.05791,0.11278,0.10059,22.74418,18.43432,24.81681,16.34643,26.20975,33.30550,0.05791,0.15848,0.16764,0.18289,0.09146,0.09144,0.17984,1.06985,16.54454,220.13265,220.07170,220.19056,220.30638,219.95283,219.57488,219.46818,219.46818,219.70289,220.06865,220.02903,220.10217,220.05036,219.06585,219.14510,220.03208,219.29141,220.39174,220.00769,219.97111,219.91930,219.67850,219.77604,219.52915,219.61755,219.09939,219.06890,219.98330,219.94367,219.90710,219.79127,219.70594,219.69070,219.89491,220.26373,220.55937,220.05950,220.05341,219.92538,220.71483,221.18116,221.32748,221.37015,221.37929,220.88246,220.03208,220.02597,220.17837,220.48623,220.93427,221.64446,222.37294,222.43085,224.19564,220.13265,220.07170,220.18143,220.13570,220.20885,220.26981,220.16009,220.37040,220.52585
55.8,219.80348,42.68902,5.64242,5.20148,13.86463,0.02134,0.06705,0.01220,3.23697,4.03555,4.87680,0.00915,0.00000,0.06707,0.07010,0.00608,5.24867,12.79552,0.02439,0.02742,0.12801,0.00000,1.01194,16.02639,0.00000,0.14630,0.00000,0.02439,0.09144,0.02132,0.00000,0.07315,0.17374,0.21031,0.03963,0.07012,0.17374,0.05486,30.48000,30.48000,30.48000,30.48000,0.10059,0.02439,0.24689,30.48000,17.56257,0.07620,0.01524,35.10991,26.49929,0.18898,0.08230,0.07925,30.48000,30.48000,0.05183,17.84299,9.78407,0.15848,0.11888,0.13411,0.07317,0.10669,0.12496,0.03658,0.06096,0.14325,30.48000,219.86444,219.92844,219.94367,220.02292,219.22435,219.23958,219.29141,219.43161,219.45905,219.80348,219.81261,220.00464,219.28531,219.19388,219.17254,219.22740,220.20885,221.33356,219.76995,219.61450,219.55049,219.54438,219.33712,219.17864,219.01709,219.03537,218.99575,219.67850,219.73033,219.69984,219.47734,219.46515,219.47734,220.28201,220.48928,220.48928,219.83090,219.88576,220.10217,220.95256,221.22689,221.22384,221.41586,221.23907,220.53195,219.82481,219.94672,219.98940,220.71483,221.12630,221.23907,221.74810,221.40673,222.32113,219.93149,219.99550,220.07778,220.05950,220.01379,220.19361,220.20885,220.20581,220.88856
55.775,219.43161,42.15718,5.44655,5.23533,13.99057,0.07620,0.10667,0.14630,2.45669,0.05486,0.00000,0.00000,0.03049,0.02744,21.58899,0.05488,0.21640,3.38632,0.00000,0.05791,2.13665,0.56694,12.67359,31.71749,0.00000,0.08533,0.05486,0.07925,0.02742,0.13716,0.00913,0.06095,0.05791,0.01829,0.17982,0.00000,0.04573,0.10669,30.48000,30.48000,30.48000,30.48000,0.04573,0.12193,30.48000,30.48000,31.40050,32.47644,28.04770,31.71139,35.80487,0.17069,0.10362,0.12191,30.48000,30.48000,0.01219,0.02439,0.03658,0.49988,0.05486,0.11886,0.10059,0.08839,0.09144,0.06096,0.04573,11.83234,30.48000,219.57183,219.55354,219.59316,219.23655,219.16949,219.19083,219.24264,219.30360,220.83065,219.50476,219.40419,219.09329,219.05976,219.08110,219.63279,220.97390,220.48623,220.77274,219.48039,219.38895,219.16644,219.05976,218.96528,218.88297,218.96223,218.95004,218.94089,219.50173,219.30970,219.10852,219.24569,219.16338,219.84005,220.01987,220.32164,220.44050,219.58401,219.63887,219.75775,220.58681,220.95866,221.57436,221.62312,221.60789,221.18421,219.52001,219.63584,219.97721,220.64473,221.09583,221.32748,221.32443,221.43415,221.05925,219.60535,219.76995,219.83090,219.92235,220.02903,220.08999,220.11436,220.05645,220.11133
55.75,219.11157,46.88538,5.57092,5.08227,14.47472,0.11888,0.23775,0.06400,0.07923,0.10667,3.38937,1.22833,6.36728,7.02869,22.60701,0.13106,0.00000,0.03354,0.08230,0.06096,0.23773,16.35558,20.58619,21.42134,0.02437,0.03352,0.04573,0.08533,0.16459,0.17982,0.02742,0.16155,2.78281,0.00000,0.14630,0.06095,0.09144,0.12803,0.08533,0.01829,30.48000,30.48000,0.05486,0.07925,0.17374,30.48000,30.48000,0.07620,38.19449,36.69488,35.45129,0.05488,0.00000,0.07925,30.48000,30.48000,24.39924,33.98520,0.04876,32.37281,0.03049,0.18592,0.00000,0.19203,0.13106,0.21031,0.15543,0.10057,0.14632,219.14205,218.98356,219.12073,219.10244,219.23045,219.73033,220.82150,221.78163,222.01328,219.06890,218.99880,219.04756,219.06890,219.06890,220.12351,221.41586,221.52255,221.76944,219.00490,218.96528,218.95307,218.98356,218.94394,218.91041,219.04148,218.98965,219.00795,219.08110,218.96223,218.95004,218.90736,218.91345,218.96528,219.04148,218.99270,219.53525,219.20606,219.19083,219.15730,220.22105,220.44050,220.84284,221.41586,221.91574,221.74810,219.29445,219.22130,219.41943,219.66936,220.46794,220.96171,221.34576,221.40063,221.37624,219.42856,219.44381,219.47124,219.56877,219.69984,219.81871,219.82481,219.99855,219.98330
55.725,218.90126,55.13081,5.15626,5.33503,14.69227,0.07315,0.02744,0.06707,0.07925,0.03658,0.00000,8.85749,23.85668,33.47314,32.91840,0.04878,0.05183,0.05791,3.64540,3.23697,3.77038,19.91564,28.85541,23.75917,0.10059,0.10362,0.05486,0.18592,0.30175,0.03963,0.17679,0.14327,1.28625,0.03047,0.01219,0.06402,0.10059,0.18289,0.03658,0.00000,0.00000,0.06402,0.07010,0.06402,0.04876,30.48000,30.48000,30.48000,0.12803,28.05989,34.12235,0.11278,0.02134,0.19203,0.02134,30.48000,30.48000,23.27758,30.76346,33.11042,0.05183,0.09754,0.15850,0.01829,0.13716,0.12496,0.13106,0.27738,0.14022,218.97136,219.01404,219.01098,219.06281,219.06890,220.11133,220.53195,221.25736,223.65310,219.03232,219.04756,219.08110,219.69375,220.64168,220.56853,219.75470,219.74556,223.72015,218.91955,218.96528,218.98356,218.79459,218.91955,219.00185,218.96223,219.37675,219.93454,218.94089,218.94699,218.91650,218.91955,218.89821,218.96223,218.78849,219.01098,218.97746,218.86469,218.91650,218.94089,219.14205,220.31554,220.60205,220.80321,221.34881,221.82735,218.93784,218.87992,218.97746,219.25787,220.28201,220.58681,220.89161,221.67798,221.40063,218.89821,219.15120,219.18167,219.41027,219.45295,219.53525,219.66936,219.66326,219.73946
55.7,218.84335,50.51152,5.13441,5.55288,13.59894,0.19203,0.15240,0.05181,0.58218,4.10870,4.92558,16.54455,19.37919,21.19884,30.40075,0.10057,0.06705,0.10667,4.58115,1.08814,6.49529,2.95960,14.53896,36.78936,0.13106,0.14022,0.08535,0.07010,0.00608,0.00000,0.08839,0.01524,0.80773,0.19203,0.11278,0.16153,0.14327,0.04876,0.00608,0.15850,0.11583,0.03963,0.14935,0.02742,0.02134,30.48000,30.48000,30.48000,27.29789,0.12496,34.76549,0.06402,0.10972,0.01219,30.48000,30.48000,30.48000,0.00000,37.52393,31.28163,0.13411,0.15850,0.05791,0.00000,0.01219,0.12193,0.11583,0.11888,0.13106,218.92870,219.01709,219.25787,219.48039,220.11436,222.02546,221.83954,221.42196,222.09861,218.91041,218.94394,219.02319,219.31884,219.49257,220.02597,218.39225,220.16009,222.95205,218.85858,218.91955,218.93478,218.95004,219.02319,218.91955,218.91041,219.63584,220.14180,218.87687,218.91650,218.80983,218.87687,218.93175,218.98356,218.82201,218.82506,218.86164,218.94089,218.96223,218.99880,219.23655,220.45270,220.15095,220.95256,221.21470,221.43415,218.91650,218.86164,218.99880,219.31884,220.26676,220.63863,221.01963,221.74505,221.66885,218.83725,218.79154,218.88297,218.91041,219.17864,219.21825,219.27313,219.44076,219.60840
55.675,218.81288,50.64532,5.08919,5.93359,12.07795,0.23773,0.15850,0.10057,0.00000,4.58115,11.97864,2.52070,19.67484,26.54504,36.09441,0.10667,0.08840,0.00000,2.65176,38.84371,28.32506,16.79752,18.78481,20.87270,0.13716,0.19811,0.00913,0.15240,0.01829,0.04876,0.07315,1.63678,11.04900,0.14327,0.06400,0.08533,0.09144,0.06096,0.08840,0.08535,0.02134,0.05181,0.01524,0.03352,0.00000,30.48000,30.48000,30.29408,32.35756,30.49829,22.61006,0.12801,0.02439,0.12498,30.48000,30.48000,30.48000,26.11831,28.59329,34.31134,0.19506,0.08230,0.14327,0.12498,0.01220,0.09754,0.18898,0.09144,0.17069,218.90126,218.91041,218.99880,219.31884,219.34017,220.05950,218.95612,219.26397,222.16568,218.85250,218.99270,219.02927,219.75775,219.57488,220.08389,218.56294,219.84615,221.81820,218.82201,218.83116,218.96223,218.87687,218.92260,218.87079,218.92565,219.48344,219.85224,218.91650,218.96528,218.87079,218.87992,218.85858,218.86164,218.78544,218.83725,218.79764,218.94394,219.00795,219.01098,219.43771,220.03513,220.59595,221.44330,221.60178,221.27870,218.89213,218.97441,218.95612,219.23045,220.61729,220.45270,221.00134,221.37624,221.87001,218.85555,218.87687,218.91650,218.89516,218.93784,218.84335,218.87992,219.09939,219.12986
55.65,218.74581,49.74485,6.26269,6.24113,10.97210,0.23470,0.09144,0.03658,0.00000,0.33224,8.03147,0.38403,9.49148,13.40512,10.17423,0.13716,0.08535,0.06400,0.43586,8.78129,16.38605,9.31774,36.20108,43.48276,0.13106,0.10669,0.01220,0.08230,0.06096,0.41452,1.10337,4.71527,36.07917,0.03047,0.05791,0.10667,0.11583,0.00000,0.12803,0.08535,0.13106,11.03682,0.10362,0.08533,0.10362,30.48000,30.48000,30.48000,27.40153,38.22193,34.88437,0.03352,0.00000,0.02742,30.48000,30.48000,24.49067,33.71392,30.67203,37.73426,0.11583,0.03352,0.17982,0.09144,0.10362,0.00608,0.05181,30.48000,30.48000,218.93784,218.96223,218.90126,219.56877,219.24874,221.00744,219.90710,218.45625,221.85477,218.84335,218.84335,218.92565,219.96501,221.07754,220.74530,218.77325,219.16035,223.34830,218.84945,218.83725,218.81896,218.84640,218.77020,219.07500,219.16644,219.27616,219.46210,218.91041,218.90126,218.81288,218.78544,218.84945,218.74276,218.74581,218.65743,218.63304,218.85555,218.88603,218.85555,220.23324,220.40697,222.21749,221.40976,221.08667,221.37624,218.92565,218.98051,218.98356,219.80043,220.19056,220.38869,221.34576,221.19945,221.96450,218.83421,218.92565,218.84945,218.96833,218.96528,219.02319,218.97746,219.04453,219.90101
55.625,218.74276,46.64676,4.86720,6.89283,11.30197,0.03047,0.17374,0.10974,0.02439,1.40207,2.42011,11.40256,16.16964,8.47040,23.80487,0.07010,0.15545,0.21029,4.37692,27.98977,37.64585,22.25650,13.69161,23.75001,0.13106,0.16459,0.00000,0.04268,0.02744,0.05183,0.07010,1.45999,18.96772,0.24386,0.10362,0.05486,0.12801,0.09754,0.08535,0.03963,0.14935,0.01219,0.09754,0.00913,0.10362,30.48000,35.88717,30.62020,20.91843,36.25596,36.43274,0.03352,0.04268,0.09754,30.48000,30.48000,0.74066,35.03068,26.23719,40.27323,0.10972,0.20116,0.03352,0.00000,0.07315,0.06096,30.48000,30.48000,30.48000,218.77630,218.81896,218.89516,219.24874,220.43136,220.12656,219.82176,218.62998,220.18448,218.83116,218.73363,218.77935,219.28226,220.52890,220.51365,219.32494,218.62085,221.16897,218.79764,218.65437,218.63914,218.72752,218.69400,219.02927,219.24874,219.94977,219.79127,218.68485,218.77630,218.82506,218.67266,218.71229,218.61475,218.49892,218.48064,218.52636,218.83116,218.83116,218.77630,219.67241,221.56216,221.37015,221.62007,221.20555,221.07754,218.84640,218.84640,219.03232,220.38869,220.55327,221.69019,221.42805,221.21165,221.02573,218.83116,218.78849,218.92565,218.94089,218.95612,218.93784,218.95612,219.49868,220.06255
55.6,218.69095,42.95115,4.75837,7.19630,11.55096,0.03963,0.10972,0.06705,0.00610,0.48767,1.68248,31.79672,32.67456,8.49172,19.31821,0.01524,0.14022,0.15850,0.10362,35.39032,19.51940,19.99792,12.20114,24.71014,0.08533,0.01219,0.03963,0.12803,0.02742,1.38380,1.39904,7.15367,0.94489,0.01829,0.08533,0.15848,0.08535,0.06096,0.03049,0.00000,0.00000,0.11279,0.06402,11.23492,13.22528,8.86664,39.55085,38.47187,35.15869,35.06421,41.05351,0.10057,7.00432,30.48000,36.26815,38.00246,22.10105,36.94177,39.39540,41.02913,0.24384,0.07925,0.08535,0.07925,0.00000,30.48000,30.48000,30.48000,30.48000,218.69095,218.77325,218.82506,218.87384,219.74861,220.64473,220.17532,219.24874,218.70315,218.78544,218.66961,218.71229,219.17559,219.48952,220.01987,219.87357,218.56904,220.58071,218.75496,218.72144,218.65132,218.53245,218.56294,219.12681,219.60230,219.58706,219.62364,218.82201,218.67571,218.60256,218.53550,218.48979,218.49892,218.34957,218.13013,218.22765,218.74581,218.73363,219.05366,220.34296,221.05925,221.06838,220.67215,220.78492,220.58681,218.73973,218.66656,219.31884,220.75140,221.27870,221.54997,221.05925,221.24517,220.55937,218.67571,218.79154,218.78544,218.84030,218.91041,219.58096,219.87968,220.03513,220.29725
55.575,218.52026,41.64875,4.69919,7.90110,13.15636,0.19813,0.24689,0.05181,0.18592,0.19811,0.08228,3.97766,26.31034,28.20619,10.38454,0.00000,0.02437,0.06400,0.29260,11.07949,17.41931,18.51660,39.37408,41.02304,0.18287,0.09449,0.00608,0.12191,0.07010,0.77420,5.38276,5.19684,2.31342,0.13715,0.00000,0.00000,0.12498,0.15240,0.17069,0.14632,0.08839,0.00608,0.10972,0.05791,30.48000,30.48000,37.07283,24.52115,39.99280,32.90316,38.62122,0.11583,13.79220,30.76346,41.82772,39.62705,12.85036,32.66846,41.14800,36.35349,0.06096,0.02437,6.33679,8.38200,30.48000,34.49116,31.17495,30.48000,30.48000,218.50197,218.65743,218.52331,218.83116,219.11768,220.00158,220.70872,220.05341,218.66656,218.45930,218.62695,218.58733,219.38590,219.87052,219.55964,218.15450,218.89516,222.91547,218.40749,218.44101,218.28253,218.37701,218.45016,219.39504,219.84615,219.41332,218.22461,218.45321,218.55075,218.38005,218.34652,218.25814,218.21851,218.09964,218.09050,218.09355,218.55989,218.54160,219.02014,221.15069,220.85807,220.75750,220.83675,220.90685,220.93732,218.59341,218.57817,220.29725,221.20250,221.20250,221.08059,221.20250,221.05315,220.94648,218.72752,218.77630,218.73363,218.71839,219.10547,220.30030,220.76358,220.49233,221.04401
55.55,218.39530,40.02033,5.72582,8.21211,14.55148,0.06705,0.04876,0.13411,0.11581,0.14020,1.03936,9.25678,17.47724,14.56944,17.71192,0.08230,0.11279,0.14630,5.73024,6.20878,8.07720,23.33854,26.19451,52.02328,0.06095,0.15848,0.05486,0.03963,0.67667,1.15519,0.04876,18.35810,28.11780,0.00000,0.03658,0.02134,0.00305,0.05791,0.00915,0.07315,0.14022,0.00000,0.00000,0.05789,30.48000,6.27584,9.12571,30.60193,40.65728,41.86124,41.48938,0.08228,0.12801,30.48000,8.18692,37.17342,20.18387,43.56506,43.66565,37.24046,0.10667,0.07620,0.23773,27.03271,33.27808,11.65860,29.43149,33.90595,31.54680,218.43188,218.44711,218.49284,218.91041,219.52001,219.75470,220.25152,220.51061,218.69705,218.43796,218.43796,218.46235,219.66021,219.87052,218.26424,218.45016,220.25457,223.63785,218.34044,218.30081,218.29166,218.38920,218.80372,219.48344,218.16060,218.52331,221.54084,218.38920,218.33434,218.24898,218.21546,218.08135,218.00210,218.00820,217.98991,217.91981,218.38005,218.32215,218.28253,219.71507,220.74530,220.59900,220.51365,220.59900,220.30030,218.39835,218.45321,219.94064,221.30309,221.24517,220.91598,220.58376,220.50451,220.58071,218.49284,218.53245,218.56904,218.67876,219.75165,220.38258,221.52864,221.61399,221.46464
