timeInRun,elev_m,inflow_cms,outlfow_cms,active rule
728509,389.95,124.11,1.88,GC:Vida Max Flood
728510,390.93,64.89,40.38,GC:Vida Max Flood
728511,389.81,43.85,71.57,GC:Vida Max Flood
728512,389.17,54.75,68.38,GC:Vida Max Flood
728513,388.03,43.02,68.29,GC:Vida Max Flood
728514,385.81,34.57,80.52,GC:Max Evacuation Release
728515,382.18,27.29,90.77,GC:Max Evacuation Release
728516,378.07,21.53,82.11,GC:Max Evacuation Release
728517,376.18,47.07,72.29,GC:Max Evacuation Release
728518,373.76,39.14,67.76,GC:Vida Max Flood
728519,371.64,38.22,61.84,GC:Vida Max Flood
728520,372.84,69.42,56.93,GC:Vida Max Flood
728521,373.53,67.92,59.56,GC:Max Evacuation Release
728522,373.67,63.31,61.45,GC:Max Evacuation Release
728523,373.02,54.18,61.77,GC:Max Evacuation Release
728524,370.32,31.3,60.23,GC:Max Evacuation Release
728525,366.8,21.19,53.76,GC:Max Evacuation Release
728526,363.26,17.32,45.37,GC:Max Evacuation Release
728527,359.8,13.41,36.91,GC
728528,359.7,11.44,12.08,GC
728529,359.69,10,10.01,GC
728530,359.69,8.88,8.88,GC
728531,359.69,8,8,GC
728532,359.69,7.32,7.32,GC
728533,359.69,6.73,6.73,GC
728534,359.69,6.23,6.23,GC
728535,359.69,7.36,7.36,GC
728536,359.69,8.38,8.38,GC:Vida Max Flood
728537,364.65,62.96,28.32,GC:Vida Max Flood
728538,371.77,105.93,40.2,GC:Vida Max Flood
728539,375.21,85.38,47.02,GC:Max Evacuation Release
728540,373.56,46.58,65.46,GC:Max Evacuation Release
728541,370.76,31.53,61.52,GC:Max Evacuation Release
728542,368.43,31.62,54.82,GC:Max Evacuation Release
728543,365.97,27.78,49.26,GC:Max Evacuation Release
728544,362.59,17.54,43.37,GC:Max Evacuation Release
728545,361.06,24.74,35.32,GC:Max Evacuation Release
728546,361.88,37.19,31.65,GC:Max Evacuation Release
728547,364.87,55.65,33.6,GC:Max Evacuation Release
728548,364.94,41.33,40.75,GC:Max Evacuation Release
728549,364.66,38.74,40.93,GC:Max Evacuation Release
728550,363.06,28.19,40.26,GC:Max Evacuation Release
728551,360.9,21.46,36.43,GC
728552,359.69,16.41,24.14,GC
728553,359.69,18.5,18.5,GC:Vida Max Flood
728554,362.91,49.9,28.32,GC:Max Evacuation Release
728555,366.54,64.45,36.06,GC:Vida Max Flood
728556,365.98,40.03,44.74,GC:Vida Max Flood
728557,364.22,29.5,43.39,GC:Vida Max Flood
728558,366.49,57.4,39.21,GC:Vida Max Flood
728559,367.37,52.18,44.62,GC:Vida Max Flood
728560,366.51,39.29,46.72,GC:Vida Max Flood
728561,363.66,22.09,44.66,GC:Vida Max Flood
728562,361.18,20.34,37.85,GC
728563,359.69,17.32,26.92,GC
728564,359.69,14.72,14.72,GC
728565,359.69,13.05,13.05,GC
728566,359.69,13.38,13.38,GC
728567,359.69,13.08,13.08,GC
728568,359.69,11.8,11.8,GC
728569,359.69,10.52,10.52,Daily BiOp Max Rate Decrease
728570,360.4,9.72,5.26,GC
728571,361.12,8.93,4.18,ZB
728572,359.66,8.36,17.77,ZB
728573,359.66,8.02,8.02,ZB
728574,359.66,12.62,12.62,GC:Max Con Flow - at Blue River
728575,359.76,28.93,28.32,GC
728576,371.95,224.4,122.38,Daily BiOp Max Rate Decrease:Max Con Flow - at Blue River
728577,394.6,435.3,28.32,GC:Vida Max Flood
728578,400.87,199.27,0,Minimum Flow - 50 cfs:Vida Max Flood
728579,405.97,188.26,0.89,GC:Vida Max Flood
728580,407.17,68.11,20.38,GC:Max Evacuation Release
728581,405.44,36.92,104.77,GC:Max Evacuation Release
728582,403.49,30.67,104.77,GC:Max Evacuation Release
728583,401.42,31.34,104.77,GC:Vida Max Flood
728584,399.27,30.89,104.3,GC:Vida Max Flood
728585,397.19,29.23,96.33,GC:Max Evacuation Release
728586,394.68,28.59,104.77,GC:Vida Max Flood
728587,392.15,34.24,102.54,GC:Vida Max Flood
728588,392.15,76.6,76.59,GC:Vida Max Flood
728589,391.65,64.59,77.19,GC:Max Evacuation Release
728590,389.07,43,104.73,GC
728591,388.42,29.85,45.08,Daily BiOp Max Rate Decrease
728592,388.21,21.47,25.85,Daily BiOp Max Rate Decrease
728593,388.57,21.2,13.2,Daily BiOp Max Rate Decrease
728594,389.1,19,6.6,Daily BiOp Max Rate Decrease
728595,389.69,15.71,3.3,Daily BiOp Max Rate Decrease
728596,390.19,13.48,1.65,Min Flow - at Blue River
728597,390.61,12.41,1.42,Min Flow - at Blue River
728598,391.03,11.32,1.42,Min Flow - at Blue River
728599,391.69,9.78,1.42,Min Flow - at Blue River
728600,392.05,10.13,1.42,Min Flow - at Blue River
728601,392.54,14.08,1.42,Min Flow - at Blue River
728602,393.29,21.85,1.42,Min Flow - at Blue River
728603,394.2,26.09,1.42,Min Flow - at Blue River
728604,394.88,21.2,1.42,Min Flow - at Blue River
728605,395.48,18.79,1.42,GC
728606,396.11,20.43,1.69,GC
728607,396.48,24.64,13.62,GC
728608,396.78,25.53,16.07,GC
728609,397.08,26.59,16.84,GC
728610,397.38,24.35,15.64,GC
728611,397.67,20.08,10.73,GC
728612,397.95,17.04,7.79,GC
728613,398.24,15.49,6.24,GC
728614,398.52,14,4.75,GC
728615,398.8,12.43,3.19,GC
728616,399.08,11.46,2.21,GC
728617,399.36,11.67,2.42,GC
728618,399.65,10.93,1.68,Min Flow - at Blue River
728619,399.92,10.27,1.42,GC
728620,400.19,10.68,1.67,Min Flow - at Blue River
728621,400.41,9.69,1.42,Min Flow - at Blue River
728622,400.63,9,1.42,Min Flow - at Blue River
728623,400.82,7.55,1.42,Min Flow - at Blue River
728624,401,7.37,1.42,Min Flow - at Blue River
728625,401.17,7.08,1.42,Min Flow - at Salem
728626,400.92,6.99,15.32,Min Flow - at Salem
728627,400.86,6.36,8.2,Daily BiOp Max Rate Decrease
728628,400.93,6.17,4.1,Daily BiOp Max Rate Decrease
728629,401.23,12.66,2.05,Min Flow - at Blue River
728630,402.05,30.42,1.42,Min Flow - at Blue River
728631,402.78,27.61,1.42,GC
728632,403.29,22.45,3.48,GC
728633,403.55,16.6,8.32,Min Flow - at Salem
728634,403.73,14.32,7.5,Min Flow - at Salem
728635,403.9,13.94,7.4,Min Flow - at Salem
728636,404.03,13.1,8.33,Min Flow - at Salem
728637,404.17,13.44,8.16,Min Flow - at Salem
728638,404.3,12.97,8.06,Daily BiOp Max Rate Decrease
728639,404.51,11.73,4.03,Daily BiOp Max Rate Decrease
728640,404.8,13.19,2.01,Min Flow - at Blue River
728641,405.21,17.93,1.42,Min Flow - at Salem
728642,405.7,19.68,1.42,GC
728643,405.95,18.73,9.09,GC
728644,406.19,19.53,9.8,GC
728645,406.42,19.62,10.3,GC
728646,406.66,18.89,9.82,GC
728647,406.89,18.19,8.28,GC
728648,407.13,20.6,11.73,GC
728649,407.37,19.05,9.52,GC
728650,407.59,19.29,9.98,GC:Vida Max Flood
728651,408.06,41.65,22.65,GC
728652,408.03,91.57,92.91,GC:Vida Max Flood
728653,410.39,121.65,22.65,GC:Max Evacuation Release
728654,409.16,53.02,104.77,GC
728655,408.69,34.76,54.53,Daily BiOp Max Rate Decrease:Max Con Flow - at Blue River
728656,408.75,24.98,22.65,Daily BiOp Max Rate Decrease
728657,408.92,18.64,11.33,Daily BiOp Max Rate Decrease
728658,409.16,15.79,5.66,Daily BiOp Max Rate Decrease
728659,409.42,13.98,2.83,Min Flow - at Blue River
728660,409.69,12.46,1.42,Min Flow - at Blue River
728661,409.91,11.02,1.42,Min Flow - at Blue River
728662,410.12,10,1.42,Min Flow - at Blue River
728663,410.29,8.72,1.42,Min Flow - at Blue River
728664,410.45,8.17,1.42,Min Flow - at Blue River
728665,410.6,7.62,1.42,Min Flow - at Blue River
728666,410.71,6.85,1.42,Min Flow - at Salem
728667,410.81,6.47,2.02,Min Flow - at Salem
728668,410.81,5.83,5.87,Min Flow - at Salem
728669,410.82,5.71,4.93,Min Flow - at Salem
728670,410.82,5.59,5.65,Daily BiOp Max Rate Decrease
728671,410.87,5.33,2.82,Min Flow - at Blue River
728672,411.01,7.2,1.42,GC
728673,411.12,13.12,8.48,GC
728674,411.48,32.97,17.89,ZB:Max Con Flow - at Blue River
728675,411.48,27.29,27.29,GC:Vida Max Flood
728676,411.52,32.8,31.02,GC
728677,411.48,42.15,43.93,GC:Vida Max Flood
728678,411.56,42.75,39.23,ZB
728679,411.48,28.89,32.41,ZB:Max Con Flow - at Blue River
728680,411.48,24,24,GC:Vida Max Flood
728681,411.58,33.74,28.88,ZB
728682,411.48,35.79,40.66,ZB:Max Con Flow - at Blue River
728683,411.48,26.92,26.92,GC
728684,411.48,21.13,21.13,GC
728685,411.48,17.1,17.1,GC
728686,411.48,13.63,13.63,GC
728687,411.48,12.05,12.05,GC
728688,411.48,10.54,10.54,GC
728689,411.48,9.49,9.49,GC
728690,411.48,8.56,8.56,GC
728691,411.48,7.54,7.54,GC
728692,411.48,6.66,6.66,GC
728693,411.48,6.09,6.09,GC
728694,411.48,5.66,5.66,GC
728695,411.48,5.39,5.39,GC
728696,411.48,4.92,4.92,Min Flow - at Salem
728697,411.45,4.45,5.62,Min Flow - at Salem
728698,411.41,4.17,5.78,Min Flow - at Salem
728699,411.33,3.96,7.6,Min Flow - at Salem
728700,411.18,3.83,9.99,Min Flow - at Salem
728701,411.02,3.56,10.32,Daily BiOp Max Rate Decrease
728702,410.98,3.35,5.16,Daily BiOp Max Rate Decrease
728703,411,3.36,2.58,Min Flow - at Blue River
728704,411.04,3.05,1.42,Min Flow - at Blue River
728705,411.07,2.94,1.42,Min Flow - at Blue River
728706,411.11,2.88,1.42,Min Flow - at Blue River
728707,411.14,2.94,1.42,Min Flow - at Salem
728708,411.18,2.88,1.5,Min Flow - at Salem
728709,411.2,2.63,1.7,Min Flow - at Salem
728710,411.22,2.48,1.62,Min Flow - at Salem
728711,411.24,2.37,1.42,Min Flow - at Blue River
728712,411.26,2.26,1.42,Min Flow - at Blue River
728713,411.31,3.45,1.42,Min Flow - at Blue River
728714,411.38,4.55,1.42,Min Flow - at Blue River
728715,411.44,3.87,1.42,GC
728716,411.48,3.5,1.88,GC
728717,411.48,3.48,3.48,GC
728718,411.48,3.11,3.11,GC
728719,411.48,2.77,2.77,GC
728720,411.48,2.51,2.51,GC
728721,411.48,2.22,2.22,GC
728722,411.48,2.11,2.11,GC
728723,411.48,1.97,1.97,GC
728724,411.48,1.91,1.91,GC
728725,411.48,1.8,1.8,GC
728726,411.48,1.71,1.71,GC
728727,411.48,1.63,1.63,GC
728728,411.48,1.57,1.57,GC
728729,411.48,1.57,1.57,GC
728730,411.48,1.46,1.46,GC
728731,411.48,1.43,1.43,Min Flow - at Blue River
728732,411.48,1.38,1.42,Min Flow - at Blue River
728733,411.48,1.32,1.42,Min Flow - at Blue River
728734,411.47,1.26,1.42,Min Flow - at Blue River
728735,411.47,1.24,1.42,Min Flow - at Blue River
728736,411.46,1.18,1.42,Min Flow - at Blue River
728737,411.46,1.38,1.42,Min Flow - at Blue River
728738,411.47,1.55,1.42,Min Flow - at Blue River
728739,411.46,1.32,1.42,Min Flow - at Blue River
728740,411.46,1.21,1.42,Min Flow - at Blue River
728741,411.45,1.13,1.42,Min Flow - at Blue River
728742,411.44,1.07,1.42,Min Flow - at Salem
728743,411.43,1.01,1.59,Min Flow - at Salem
728744,411.4,0.99,2.12,Min Flow - at Albany by Water Year Type
728745,411.37,0.93,2.42,Min Flow - at Albany by Water Year Type
728746,411.31,0.93,3.16,Min Flow - at Albany by Water Year Type
728747,411.26,0.87,3.19,Min Flow - at Albany by Water Year Type
728748,411.2,0.88,3.38,Min Flow - at Albany by Water Year Type
728749,411.12,0.88,4.05,Min Flow - at Albany by Water Year Type
728750,411.06,0.82,3.66,Min Flow - at Albany by Water Year Type
728751,410.97,0.79,4.45,Min Flow - at Albany by Water Year Type
728752,410.89,0.78,4.17,Min Flow - at Albany by Water Year Type
728753,410.81,0.86,4.7,Min Flow - at Albany by Water Year Type
728754,410.65,0.92,8.2,Min Flow - at Albany by Water Year Type
728755,410.5,0.84,7.4,Min Flow - at Albany by Water Year Type
728756,410.34,0.81,7.89,Min Flow - at Albany by Water Year Type
728757,410.16,0.81,8.09,Min Flow - at Albany by Water Year Type
728758,410,0.75,7.77,Min Flow - at Albany by Water Year Type
728759,409.84,0.73,7.24,Min Flow - at Albany by Water Year Type
728760,409.7,0.7,6.69,Min Flow - at Albany by Water Year Type
728761,409.57,0.67,6.31,Min Flow - at Albany by Water Year Type
728762,409.44,0.64,6.1,Min Flow - at Albany by Water Year Type
728763,409.31,0.64,6.05,Min Flow - at Albany by Water Year Type
728764,409.19,0.62,5.51,Min Flow - at Albany by Water Year Type
728765,409.08,0.59,5.48,Min Flow - at Albany by Water Year Type
728766,408.9,0.59,8.01,Min Flow - at Salem
728767,408.73,0.56,7.86,Min Flow - at Salem
728768,408.55,0.53,7.87,Min Flow - at Salem
728769,408.38,0.53,7.84,Min Flow - at Salem
728770,408.21,0.53,7.82,Min Flow - at Salem
728771,408.02,0.53,8,Min Flow - at Salem
728772,407.81,0.53,8.23,Min Flow - at Salem
728773,407.63,0.53,8.34,Min Flow - at Salem
728774,407.44,0.51,8.32,Min Flow - at Salem
728775,407.26,0.48,8.14,Min Flow - at Salem
728776,407.06,0.51,8.17,Min Flow - at Salem
728777,406.86,0.51,8.46,Min Flow - at Salem
728778,406.67,0.62,8.48,Min Flow - at Salem
728779,406.47,0.54,8.49,Min Flow - at Salem
728780,406.27,0.51,8.24,Min Flow - at Salem:Max Con Flow - at Blue River
728781,406.07,0.45,8.5,Min Flow - at Albany by Water Year Type
728782,405.87,0.45,8.44,Min Flow - at Salem
728783,405.66,0.56,8.46,Min Flow - at Salem
728784,405.46,0.56,7.95,Min Flow - at Salem
728785,405.26,0.56,8.3,Min Flow - at Albany by Water Year Type
728786,405.05,0.56,8.49,Min Flow - at Albany by Water Year Type
728787,404.86,0.59,8.49,Min Flow - at Albany by Water Year Type
728788,404.66,0.56,8.49,Min Flow - at Albany by Water Year Type
728789,404.45,0.56,8.49,Min Flow - at Albany by Water Year Type:Max Con Flow - at Blue River
728790,404.24,0.53,8.5,Min Flow - at Albany by Water Year Type:Max Con Flow - at Blue River
728791,404.02,0.5,8.5,Min Flow - at Albany by Water Year Type:Max Con Flow - at Blue River
728792,403.81,0.5,8.5,Min Flow - at Albany by Water Year Type:Max Con Flow - at Blue River
728793,403.6,0.51,8.5,Min Flow - at Albany by Water Year Type
728794,403.38,0.51,7.81,Min Flow - at Albany by Water Year Type
728795,403.22,0.51,5.83,Min Flow - at Albany by Water Year Type
728796,403.1,0.65,5.08,Min Flow - at Albany by Water Year Type
728797,403.05,2.97,5,Min Flow - at Albany by Water Year Type
728798,402.92,2.4,7.22,Min Flow - at Albany by Water Year Type
728799,402.75,1.98,8.19,Min Flow - at Albany by Water Year Type
728800,402.56,1.21,8.47,Min Flow - at Albany by Water Year Type
728801,402.42,0.96,6.32,Min Flow - at Albany by Water Year Type
728802,402.26,0.87,6.39,Min Flow - at Albany by Water Year Type
728803,402.08,0.79,6.62,GC
728804,401.94,0.73,5.85,Min Flow - at Albany by Water Year Type
728805,401.74,0.7,8.21,Min Flow - at Albany by Water Year Type:Max Con Flow - at Blue River
728806,401.5,0.65,8.5,Min Flow - at Albany by Water Year Type
728807,401.29,0.65,8.34,GC:Max Con Flow - at Blue River
728808,401.07,0.62,8.5,GC
728809,400.9,0.62,6.36,GC
728810,400.48,0.62,14.5,GC
728811,400.03,0.59,16.58,GC
728812,399.58,0.59,15.29,GC
728813,399.13,0.72,15.43,GC
728814,398.68,0.67,15.37,GC
728815,398.23,0.67,15.37,GC
728816,397.79,0.68,15.39,GC
728817,397.34,0.97,15.1,GC
728818,396.83,0.77,16.53,GC
728819,396.32,0.71,16.29,GC
728820,395.82,0.68,16.35,GC
728821,395.31,0.68,14.92,GC
728822,394.8,0.65,15.91,GC
728823,394.3,0.65,15.3,GC
728824,393.79,0.71,14.95,GC
728825,393.28,2.18,15.42,GC
728826,392.68,1.95,18.44,GC
728827,392.08,3.17,18.66,GC
728828,391.48,2.88,18.37,GC
728829,390.88,1.8,16.44,GC
728830,390.27,15.77,30.69,GC
728831,389.67,10.74,25.45,GC
728832,389.07,5.94,18.61,GC
728833,388.47,4.3,18.4,GC
728834,387.68,8.06,24.91,GC
728835,386.9,8.96,25.1,GC
728836,386.11,35.99,52.12,GC
728837,385.33,30.82,45.52,GC
728838,384.54,16.71,31.42,GC
728839,383.76,9.97,23.25,GC
728840,382.97,11.43,24.71,GC
728841,382.19,15.77,28.9,GC
728842,381.12,10.75,27.17,GC
728843,380.06,7.85,24.27,GC
728844,378.99,6.18,21.17,GC
728845,377.92,5.32,20.31,GC
728846,376.85,4.75,18.88,GC
728847,375.79,5.19,19.47,GC
728848,374.72,4.93,17.21,GC
728849,373.12,5.26,23.67,GC
728850,371.52,7.18,25.02,GC
728851,369.92,6.38,22.53,GC
728852,368.32,5.83,21.04,GC
728853,366.72,5.23,19.39,GC
728854,365.12,4.75,17.91,GC
728855,363.52,4.33,16.6,GC
728856,361.92,7.8,19.25,GC
728857,361.6,18.09,20.26,GC
728858,361.28,14.52,16.67,GC
728859,360.97,17.89,20.01,GC:Vida Max Flood
728860,361.37,34.15,31.43,GC:Vida Max Flood
728861,371.94,122.14,30.69,GC:Vida Max Flood
728862,388.77,262.22,2.6,GC:Vida Max Flood
728863,390.31,92.35,56.78,GC:Vida Max Flood
728864,388.98,43.09,73.58,GC:Max Evacuation Release
728865,386.1,36.91,98.36,GC:Max Evacuation Release
728866,382.74,31.78,91.47,GC:Max Evacuation Release
728867,381.16,58.36,83.44,GC:Max Evacuation Release
728868,378.98,47.61,79.66,GC:Max Evacuation Release
728869,375.86,32.15,74.45,GC:Max Evacuation Release
728870,372.01,23.58,67.02,GC:Max Evacuation Release
728871,371.51,51.64,57.82,GC:Max Evacuation Release
728872,369.23,33.88,56.61,GC:Max Evacuation Release
728873,367.16,32.34,51.16,GC:Max Evacuation Release
728874,371.41,86.88,46.23,GC:Max Evacuation Release
728875,369.85,40.62,56.37,GC:Max Evacuation Release
728876,366.97,26.1,52.66,GC:Vida Max Flood
728877,373.52,109.08,43.42,GC:Vida Max Flood
728878,381.87,116,3.22,GC:Vida Max Flood
728879,383.1,57.11,36.92,GC:Vida Max Flood
728880,383.14,62.69,61.96,GC:Vida Max Flood
728881,386.88,96.22,27.55,GC:Vida Max Flood
728882,388.45,68.65,35.67,GC:Vida Max Flood
728883,389.27,72.91,54.01,GC:Vida Max Flood
728884,389.04,58.37,63.47,GC:Vida Max Flood
728885,388.27,54.67,72.62,GC:Vida Max Flood
728886,387.14,50.71,74.48,GC:Vida Max Flood
728887,384.48,34.76,86.26,GC:Vida Max Flood
728888,380.53,22.92,87.55,GC:Vida Max Flood
728889,376.13,17.65,78.11,GC:Vida Max Flood
728890,371.56,14.83,67.59,GC:Vida Max Flood
728891,366.94,12.66,56.67,GC:Vida Max Flood
728892,362.52,11.06,45.65,GC
728893,359.69,13.65,32.48,Daily BiOp Max Rate Decrease:ZB
728894,359.66,14.2,14.39,GC
728895,359.69,15.69,15.5,GC
728896,359.69,18.11,18.11,GC:Vida Max Flood
728897,362.06,42.88,27.31,GC:Vida Max Flood
728898,381.23,206.37,0,GC:Vida Max Flood
728899,392.49,230.11,0,GC:Vida Max Flood
728900,397.07,136.57,4.37,GC:Vida Max Flood
728901,396.89,76.71,82.51,GC:Vida Max Flood
728902,396.41,83.62,98.97,GC:Vida Max Flood
728903,397.48,90.61,57.43,GC:Vida Max Flood
728904,399.4,101.29,38.53,Minimum Flow - 50 cfs:Vida Max Flood
728905,403.3,137.66,1.08,GC:Vida Max Flood
728906,406.04,124,20.73,GC:Vida Max Flood
728907,407.55,98.57,37.78,GC:Vida Max Flood
728908,406.76,47.8,79.78,GC:Vida Max Flood
728909,405.66,28.72,72.09,GC:Vida Max Flood
728910,404.11,20.9,80.47,GC:Vida Max Flood
728911,402.15,17.35,88.45,GC:Vida Max Flood
728912,399.8,14.71,96.06,GC:Max Evacuation Release
728913,396.96,12.98,104.77,GC:Max Evacuation Release
728914,393.9,14.04,104.77,GC:Max Evacuation Release
728915,390.36,13.88,104.77,GC:Vida Max Flood
728916,386.42,15.35,101.57,GC:Vida Max Flood
728917,381.91,12.21,92.14,GC:Vida Max Flood
728918,377.13,11.41,81.34,GC:Vida Max Flood
728919,371.7,6.4,69.89,GC:Vida Max Flood
728920,366.59,8,56.91,GC:Vida Max Flood
728921,362.54,13.16,44.6,GC:Vida Max Flood
728922,361.65,28.62,34.83,GC:Vida Max Flood
728923,359.83,20.76,32.65,GC
728924,359.69,16.56,17.44,GC
728925,359.69,15.91,15.91,GC
728926,359.69,14.53,14.53,GC
728927,359.69,13.74,13.74,GC
728928,359.69,11.02,11.02,GC
728929,359.69,14.51,14.51,GC:Vida Max Flood
728930,360.35,32.5,28.32,GC
728931,359.69,21.55,25.73,GC:Vida Max Flood
728932,362.59,47.63,28.32,GC:Vida Max Flood
728933,362.48,34.5,35.28,GC:Vida Max Flood
728934,364.65,49.75,33.63,GC:Vida Max Flood
728935,381.61,200.28,7.63,GC:Vida Max Flood
728936,387.23,121.09,19.46,GC:Vida Max Flood
728937,385.34,55.49,93.01,GC:Max Evacuation Release
728938,382.15,34.49,89.66,GC:Max Evacuation Release
728939,378.51,27.97,82.04,GC:Max Evacuation Release
728940,374.49,21.74,73.33,GC
728941,371.95,15.2,43.35,Daily BiOp Max Rate Decrease
728942,371.07,15.02,24.67,Daily BiOp Max Rate Decrease
728943,371.12,12.92,12.43,Daily BiOp Max Rate Decrease
728944,371.59,10.8,6.21,Daily BiOp Max Rate Decrease
728945,372.16,9.67,3.11,Daily BiOp Max Rate Decrease
728946,372.93,9.54,1.55,Min Flow - at Blue River
728947,373.84,12.05,1.42,Min Flow - at Blue River
728948,374.68,11.05,1.42,Min Flow - at Blue River
728949,375.72,13.63,1.42,Min Flow - at Blue River
728950,376.7,14.74,1.42,Min Flow - at Blue River
728951,377.69,13.89,1.42,Min Flow - at Blue River
728952,378.67,15.2,1.42,Min Flow - at Blue River
728953,379.71,15.99,1.42,Min Flow - at Blue River
728954,382.34,41.9,1.42,Min Flow - at Blue River
728955,384.32,34.32,1.42,Min Flow - at Blue River
728956,385.54,24.16,1.42,Min Flow - at Blue River
728957,386.41,18.69,1.42,Min Flow - at Blue River
728958,387.13,15.45,1.42,Min Flow - at Blue River
728959,387.69,13.25,1.42,Min Flow - at Blue River
728960,388.18,11.88,1.42,Min Flow - at Blue River
728961,388.66,12.09,1.42,Min Flow - at Blue River
728962,389.13,12.33,1.42,Min Flow - at Blue River
728963,389.6,11.11,1.42,Min Flow - at Blue River
728964,390.18,15.14,1.42,Min Flow - at Blue River
728965,390.93,20.23,1.42,Min Flow - at Blue River
728966,391.53,16.42,1.42,Min Flow - at Blue River
728967,392.01,13.48,1.42,Min Flow - at Blue River
728968,392.43,12.34,1.42,Min Flow - at Blue River
728969,393.06,18.4,1.42,Min Flow - at Blue River
728970,394.36,36.44,1.42,Min Flow - at Blue River
728971,395.35,30.91,1.42,GC:Max Con Flow - at Blue River
728972,395.55,31.03,25.49,GC:Vida Max Flood
728973,397.94,98.98,25.49,GC:Max Evacuation Release
728974,397.93,104.55,104.77,GC
728975,397.08,50.75,77.2,Daily BiOp Max Rate Decrease:Max Con Flow - at Blue River
728976,397.27,31.33,25.49,Daily BiOp Max Rate Decrease
728977,397.61,23.11,12.96,GC:Max Con Flow - at Blue River
728978,398.02,39.07,25.49,GC:Vida Max Flood
728979,400.07,92.73,25.49,GC:Max Evacuation Release
728980,399.43,83.8,104.77,GC
728981,398.8,46.32,67.13,Daily BiOp Max Rate Decrease:Max Con Flow - at Blue River
728982,399.19,38.36,25.49,GC:Max Con Flow - at Blue River
728983,399.64,39.98,25.49,GC:Max Con Flow - at Blue River
728984,399.8,31.05,25.49,GC
728985,399.93,24.73,20.68,GC
728986,400.19,20.66,12.04,GC
728987,400.45,17.22,7.42,GC
728988,400.72,16.35,7.48,GC
728989,400.98,17.97,9.36,GC
728990,401.24,17.5,8.29,GC
728991,401.51,16.96,7.5,GC
728992,401.77,13.95,5.13,GC
728993,402.03,12.98,3.13,GC
728994,402.28,13.06,4.78,GC
728995,402.54,11.66,2.45,GC
728996,402.79,10.99,1.52,Min Flow - at Blue River
728997,403.04,10.78,1.42,Min Flow - at Blue River
728998,403.27,9.95,1.42,Min Flow - at Blue River
728999,403.5,8.88,1.42,Min Flow - at Blue River
729000,403.68,8.11,1.42,Min Flow - at Blue River
729001,403.9,9.74,1.42,Min Flow - at Salem
729002,404.18,11.74,1.57,Min Flow - at Salem
729003,404.42,11.59,2.47,Min Flow - at Salem
729004,404.52,10.73,6.92,Min Flow - at Salem
729005,404.62,9.51,5.82,Daily BiOp Max Rate Decrease
729006,404.77,8.51,2.91,Daily BiOp Max Rate Decrease
729007,404.98,10.29,1.45,Min Flow - at Blue River
729008,405.53,22.38,1.42,GC
729009,405.95,25.55,9.52,GC
729010,406.19,21.53,11.8,GC
729011,406.42,18.91,9.59,GC
729012,406.66,17.68,8.61,GC
729013,406.89,26.74,16.83,GC:Vida Max Flood
729014,408,67.03,22.65,GC
729015,407.37,33.82,59.79,Daily BiOp Max Rate Decrease:Max Con Flow - at Blue River
729016,407.56,30.85,22.65,GC:Vida Max Flood
729017,408.17,46.88,22.65,GC
729018,408.03,42.53,47.97,Daily BiOp Max Rate Decrease:Max Con Flow - at Blue River
729019,408.19,28.98,22.65,GC
729020,408.47,23.79,11.94,GC
729021,408.69,22.02,12.7,GC
729022,408.91,20.12,10.8,GC
729023,409.13,24.76,15.44,GC
729024,409.35,27.27,18.27,GC
729025,409.56,25.46,16.46,GC
729026,409.77,21,12.01,GC
729027,409.99,19.06,10.07,GC
729028,410.2,16.91,7.92,GC
729029,410.41,15.79,6.8,GC
729030,410.63,15.33,6.05,GC
729031,410.84,13.65,3.65,GC
729032,411.05,12.09,2.95,GC
729033,411.27,11.82,2.82,GC
729034,411.48,11.87,2.88,GC
729035,411.48,12.04,12.04,GC
729036,411.48,11.21,11.21,GC
729037,411.48,10.27,10.27,GC
729038,411.48,9.44,9.44,GC
729039,411.48,8.83,8.83,GC
729040,411.48,8.27,8.27,GC
729041,411.48,7.74,7.74,GC
729042,411.48,7.12,7.12,GC
729043,411.48,6.24,6.24,GC
729044,411.48,5.85,5.85,GC
729045,411.48,5.2,5.2,GC
729046,411.48,4.67,4.67,GC
729047,411.48,5.08,5.08,GC
729048,411.48,5.89,5.89,GC
729049,411.48,5.09,5.09,GC
729050,411.48,4.56,4.56,GC
729051,411.48,5.29,5.29,GC
729052,411.48,5.94,5.94,GC
729053,411.48,6.88,6.88,GC
729054,411.48,5.4,5.4,GC
729055,411.48,5.98,5.98,GC
729056,411.48,5.74,5.74,GC
729057,411.48,5.47,5.47,GC
729058,411.48,6.97,6.97,GC
729059,411.48,7.54,7.54,GC
729060,411.48,6.78,6.78,Min Flow - at Salem
729061,411.44,5.88,7.73,Min Flow - at Salem
729062,411.39,5.08,6.96,Min Flow - at Salem
729063,411.39,4.72,4.86,Min Flow - at Salem
729064,411.39,4.12,3.89,Daily BiOp Max Rate Decrease
729065,411.44,4.01,1.94,GC
729066,411.48,3.7,2.13,Min Flow - at Salem
729067,411.44,4.34,5.92,Daily BiOp Max Rate Decrease
729068,411.46,3.66,2.96,GC
729069,411.48,3.39,2.51,GC
729070,411.48,3.12,3.12,GC
729071,411.48,2.98,2.98,GC
729072,411.48,2.71,2.71,GC
729073,411.48,2.71,2.71,GC
729074,411.48,2.3,2.3,GC
