timeInRun,elev_m,inflow_cms,outlfow_cms
707393,477.79,77.06,98.07
707394,476.77,61.09,93.3
707395,475.78,55.25,86.06
707396,474.74,48.32,79.11
707397,473.87,45.75,71.73
707398,473.07,43.1,65.56
707399,472.41,40.04,59.92
707400,471.69,36.57,55.28
707401,471.12,34.49,50.45
707402,470.64,33.31,46.96
707403,470.93,31.54,23.48
707404,471.57,29.79,11.74
707405,472.32,30.9,11.33
707406,473.44,44.39,11.33
707407,474.63,46.3,11.33
707408,475.56,38.65,11.33
707409,476.39,36.11,11.33
707410,477.22,37.54,11.33
707411,478.04,37.88,11.33
707412,478.86,36.76,11.33
707413,479.66,37.37,11.33
707414,480.37,34.68,11.33
707415,480.99,33.01,11.33
707416,481.58,30.71,11.33
707417,482.08,29.17,11.33
707418,482.55,28.19,11.33
707419,483.03,28.22,11.33
707420,483.57,30.12,11.33
707421,484.28,36.59,11.33
707422,485.13,41.59,11.33
707423,486.19,51.02,11.33
707424,487.4,56.69,11.33
707425,488.42,51.08,11.33
707426,489.38,48.55,11.33
707427,490.29,47.77,11.33
707428,491.12,44.92,11.33
707429,491.95,44.78,11.33
707430,492.67,44.33,13.91
707431,493.05,40.39,24.24
707432,493.44,40.53,24.38
707433,493.82,49.79,33.64
707434,494.2,43.43,27.28
707435,494.57,38.75,23.33
707436,494.93,34.87,19.45
707437,495.3,32.91,17.49
707438,495.67,32.58,15.73
707439,496.03,30.71,15.29
707440,496.4,33.61,17.33
707441,496.76,42.17,26.18
707442,497.13,44.71,27.86
707443,497.48,66.27,51.1
707444,497.84,80.27,63.67
707445,498.19,73.5,57.6
707446,499.21,116.89,70.91
707447,500.31,123.2,71.99
707448,500.35,74.43,72.62
707449,500.16,59.35,68.48
707450,500.06,58.97,63.53
707451,500.33,71.71,59.01
707452,500.7,72.65,55.53
707453,500.99,65.18,51.3
707454,501.34,54.89,38.83
707455,501.68,51.22,35.16
707456,502.02,55.03,37.54
707457,502.36,46.98,30.92
707458,502.71,41.49,25.43
707459,503.04,36.91,20.64
707460,503.38,33.2,16.64
707461,503.71,34.08,17.52
707462,504.05,35.28,19
707463,504.38,39.42,22.58
707464,504.72,44.72,28.74
707465,505.05,42.33,25.2
707466,505.37,40.97,24.55
707467,505.69,47.53,32.4
707468,506.01,51.65,35.16
707469,506.33,45.56,29.07
707470,506.65,42.26,25.77
707471,506.97,40.32,23.83
707472,507.29,37.04,20.55
707473,507.61,34.12,17.63
707474,507.92,38.86,22.93
707475,508.23,54.74,38.82
707476,508.54,74.33,58.4
